state_name,fem_15_19_pregnant,fem_below24_married_before18,deaths_last_3years,pop_f_6_sch,oral_cancer,alcohol_men_15,men_bp_sev,tobaco_men_15,tobaco_women_15,alcohol_women_15,breast_cancer,cerv_cancer,men_bp_mild,men_bp_ele_med,sex_ratio_tot_pop,pop_below_15
Madhya Pradesh,8.2,37,0,61.6,0,0,0,0,0,0,0,0,0,0,1006,31.5
Maharashtra,10.8,26.9,85.7,77.4,0.2,10.5,6.3,37.7,14.7,0.2,0.2,1.3,16,25.3,967,23
Maharashtra,13.2,39,0,75.4,0,0,0,0,0,0,0,0,0,0,905,25.8
Maharashtra,5.7,13.5,94.4,86.3,0.5,12.9,4.2,44,10.4,0.2,0.4,1.6,12.6,19.1,951,23.5
Maharashtra,6.5,13.2,0,85.2,0,0,0,0,0,0,0,0,0,0,975,24.7
Maharashtra,3.6,9.8,89.5,86.2,0,18.4,4.1,40.8,9,0.9,0,0.5,12,18.7,994,21.1
Maharashtra,4.3,14,0,83,0,0,0,0,0,0,0,0,0,0,979,22.9
Maharashtra,12.4,35.8,83.2,78.4,0.4,13.7,4,33.8,7.9,0.2,0.2,2.5,14.3,20.9,978,27.4
Maharashtra,14.9,46.2,0,72.6,0,0,0,0,0,0,0,0,0,0,923,28.6
Maharashtra,3,1.5,94.4,80.3,0.5,26,4.1,60.7,19.7,1.3,0.2,0.7,11.4,19.3,1004,22.5
Maharashtra,2,4.5,0,81.1,0,0,0,0,0,0,0,0,0,0,1020,23.6
Maharashtra,15.2,43.7,68.1,64.6,0.7,9.8,5.9,37.8,6,0.5,0.8,4.9,16.9,24.1,934,24
Maharashtra,18.2,51.3,0,62.6,0,0,0,0,0,0,0,0,0,0,933,27.7
Maharashtra,5.7,24.1,91.5,78.1,0.4,14.3,3.5,42.5,12,0.2,0,1,14.2,20.5,957,24
Maharashtra,8.3,37.7,0,75.2,0,0,0,0,0,0,0,0,0,0,953,26.9
Maharashtra,3.1,9,92.4,78.9,0.6,20.8,4.1,49.1,11.3,0.5,0.2,1,14,20.6,974,19.6
Maharashtra,5.4,19.6,0,72.9,0,0,0,0,0,0,0,0,0,0,961,23.3
Maharashtra,15,40.5,87.1,73.5,0.2,12.2,5.3,38.2,15.6,0.5,0.3,0.4,15.8,25.1,999,27.3
Maharashtra,12.4,34,0,68.1,0,0,0,0,0,0,0,0,0,0,920,28
Maharashtra,5.1,10.1,92.2,67.1,0.9,34.7,3.7,61.4,26.5,3.1,0.9,1.1,11.1,17.2,1048,22.7
Maharashtra,1.5,8.8,0,65.5,0,0,0,0,0,0,0,0,0,0,968,22
Maharashtra,0,6.5,90.7,80.4,0.7,22.6,5,55.1,17.2,0.4,0.6,0.9,10.9,18.9,994,21.6
Maharashtra,4.4,5.7,0,77.3,0,0,0,0,0,0,0,0,0,0,1037,23.3
Maharashtra,14.4,37.1,79.3,69.4,0,11.8,3.8,32.7,7.8,0.2,0,0.7,11.4,17.4,962,24.8
Maharashtra,15.3,41.2,0,67,0,0,0,0,0,0,0,0,0,0,1002,28.2
Maharashtra,10.7,28,94,77.5,0.2,12.3,6.2,37.7,12.6,0.5,0.3,0.4,15.6,24.4,983,25.1
Maharashtra,13.8,34.2,0,75.4,0,0,0,0,0,0,0,0,0,0,914,25.1
Maharashtra,10.1,35,75,67.6,1.9,11.3,3.3,32.5,7,0.2,1.4,2.4,17.9,24.8,948,26.9
Maharashtra,21.5,49.9,0,65.2,0,0,0,0,0,0,0,0,0,0,950,29
Maharashtra,8.8,21,98.2,80.2,8.3,10,7.1,25.8,9.6,0,8.5,9.4,19.1,33.2,1025,20.7
Maharashtra,9.5,30.9,0,77.3,0,0,0,0,0,0,0,0,0,0,978,22
Maharashtra,14.2,31,81.7,70.6,0.4,14.2,4.2,37.5,3.7,0.2,0.5,0.9,13.7,19.6,979,23.7
Maharashtra,13.4,37.1,0,67.8,0,0,0,0,0,0,0,0,0,0,966,27.2
Maharashtra,1,4.5,100,92.5,0.2,16,3.3,20.3,5.3,1.1,0,1,16.9,23.3,939,16.2
Maharashtra,0,10.3,0,87.2,0,0,0,0,0,0,0,0,0,0,906,19.6
Maharashtra,1.5,10,92.7,88.5,2.1,10,4.6,20,5.9,0.3,2.1,3.2,18,28,921,20.2
Maharashtra,9.9,17.8,0,82.9,0,0,0,0,0,0,0,0,0,0,869,22.4
Maharashtra,0.9,7.1,92.4,86.5,0.7,17.8,2.4,40.2,5,0.4,0.3,0.8,13.2,18.3,971,20.9
Maharashtra,1.6,7,0,86,0,0,0,0,0,0,0,0,0,0,1004,20.9
Maharashtra,8.7,32.2,75.6,68.1,0,14.1,4.2,36.7,5.7,0.2,0.2,1.6,10.2,17.3,970,24.8
Maharashtra,11.8,43.1,0,68.5,0,0,0,0,0,0,0,0,0,0,1000,29.6
Maharashtra,10.6,24,84.2,63.5,0.4,13.1,4.7,42.6,26.7,2.8,1.2,0.7,17.8,24.6,961,26.6
Maharashtra,10.1,22.9,0,54.8,0,0,0,0,0,0,0,0,0,0,1019,30.7
Maharashtra,14,29.6,94.2,78.2,0,12.2,7.2,35,15.4,0.2,0.2,0.4,16.6,26.1,913,25.5
Maharashtra,8.3,32,0,80.4,0,0,0,0,0,0,0,0,0,0,1000,28
Maharashtra,16.1,36.6,88.7,71.3,0,12.4,6.4,44.2,8,0.3,0,4.3,18.1,26.2,992,24.7
Maharashtra,11,31.1,0,68.1,0,0,0,0,0,0,0,0,0,0,961,25.4
Maharashtra,13.7,48,74.4,67.1,0.2,13.8,3.7,37.7,7,0.1,0.9,3.8,13.5,21.6,966,29.5
Maharashtra,11.2,44.5,0,65.2,0,0,0,0,0,0,0,0,0,0,1006,29.7
Maharashtra,3.3,24,93,84.8,0.9,11.6,6.4,27.9,11.7,0.2,2.3,3.8,16.1,25.8,918,22.8
Maharashtra,5.5,24.5,0,82.3,0,0,0,0,0,0,0,0,0,0,924,21.5
Maharashtra,1.2,4.4,95.5,80.3,0.2,13,8.7,31.3,18.4,0.5,0.4,1.4,21.1,33.9,1069,16.3
Maharashtra,2.3,8.6,0,77.3,0,0,0,0,0,0,0,0,0,0,1134,23
Maharashtra,10.4,27,94.6,80.4,4.1,7.7,5.9,31.5,11.4,0.2,4.1,3.9,21.6,32,1027,21.4
Maharashtra,13,27,0,79.8,0,0,0,0,0,0,0,0,0,0,1005,23.5
Maharashtra,7.7,18.1,87.1,78.5,0,11.7,8.5,40.6,29.5,0.5,0.5,1.2,17.7,29.8,1049,20.6
Maharashtra,5.1,22.7,0,76.7,0,0,0,0,0,0,0,0,0,0,1034,22.7
Maharashtra,1.1,5,95.5,83.1,0.4,8.5,6.7,26.8,11.5,0.1,0.6,1.9,24,37.9,1035,16.2
Maharashtra,1.2,8.3,0,81.7,0,0,0,0,0,0,0,0,0,0,1001,19.1
Maharashtra,18.6,40.3,90.8,72,0.5,13.1,5,39.2,10.2,0.3,0.3,1.3,18.9,26.2,962,25.7
Maharashtra,16.2,35.6,0,71.9,0,0,0,0,0,0,0,0,0,0,963,25.3
Maharashtra,4,18.4,91.1,86.1,4.8,15.6,7.1,24.2,6.9,0.4,3,4.3,19.2,29.7,982,22.5
Maharashtra,2.2,9,92,85.1,0.2,24.6,1.8,52.6,9.5,0.6,0,0.4,10,14,979,20.4
Maharashtra,2.6,7.7,0,82.4,0,0,0,0,0,0,0,0,0,0,947,21.1
Maharashtra,14.3,27.7,85.3,76,0.9,11.3,3.2,39.1,14.3,0.4,0.6,1.8,16.2,21,948,22
Maharashtra,7.5,26.9,0,75.7,0,0,0,0,0,0,0,0,0,0,949,26.3
Maharashtra,4.4,11.7,79.6,77.6,0,20.1,4,46.6,12.3,0.7,0.4,1.3,12.3,18.2,986,22.1
Maharashtra,7,20.8,0,76.1,0,0,0,0,0,0,0,0,0,0,969,24.7
Manipur,5.1,20.9,24.4,81.5,0.2,44.3,8.6,60.2,48.8,0.8,1.1,1.7,18,31.3,1094,26.4
Manipur,9.1,14.7,0,79.9,0,0,0,0,0,0,0,0,0,0,1032,27.7
Manipur,9.9,22.3,53.7,76.9,0.1,39.1,7.7,64.7,47.9,1.2,0,1.1,19.8,28.2,1077,29.8
Manipur,5,18.6,0,77.1,0,0,0,0,0,0,0,0,0,0,1062,33.6
Manipur,7.5,10.5,52.5,84,0.4,38.1,5.8,73.8,62.1,1.2,0.5,0.6,17,25.2,1144,34.1
Manipur,2.7,13.8,0,79.7,0,0,0,0,0,0,0,0,0,0,997,34.6
Manipur,9.5,15.2,32.8,87.2,1.9,36.1,9.8,53.5,39.6,0.8,3.3,2.3,21.6,36,1059,26
Manipur,10.7,13.2,0,83.1,0,0,0,0,0,0,0,0,0,0,1057,28.6
Manipur,10.9,15.3,49.6,89,1.9,39.3,10.1,52.3,38,0.5,2,2.5,24.5,38.4,1041,24.8
Manipur,4.4,9.5,0,87,0,0,0,0,0,0,0,0,0,0,1095,26.7
Manipur,6.3,15.5,75.4,79.6,0,35.1,9.5,63.7,46.1,1.2,0.7,1.5,18,28.2,1053,33
Manipur,9.4,20.3,0,80.1,0,0,0,0,0,0,0,0,0,0,986,33.6
Manipur,10.2,19.9,51.8,78.4,0.3,33.9,7.5,52.2,17.2,2.2,0.7,2.2,21.1,29.4,1032,33.2
Manipur,9,18.2,0,72.7,0,0,0,0,0,0,0,0,0,0,1031,35.9
Manipur,7.5,17.5,40.4,79.9,0.2,34.1,10.5,58.5,47.9,1,0.7,2.9,20.4,33.4,1095,28.5
Manipur,9.1,13.9,0,77.5,0,0,0,0,0,0,0,0,0,0,1062,29.3
Manipur,9.8,11.1,49.1,83.7,0.3,36.4,7.1,69.1,32.9,0.9,0,2,17.3,25,969,30.9
Manipur,3.9,15.3,0,83.3,0,0,0,0,0,0,0,0,0,0,984,34.1
Meghalaya,2.2,13.7,45.9,90.9,1.1,36.8,4.4,54,6.3,0.9,0.2,0.2,16.4,23.2,1026,31.1
Meghalaya,14.4,25.3,43.5,76,0.6,42,4.3,68.5,49.2,3.6,0,0.7,11.1,17.2,1066,46.1
Meghalaya,8.2,14.6,55.3,88.7,0.8,24,4.3,51.9,29.8,1.2,1.3,1.3,14.5,25,1049,34.3
Meghalaya,6,8.8,0,90.3,0,0,0,0,0,0,0,0,0,0,1027,34
Meghalaya,3.7,13.2,43.8,91.3,0.2,40.2,5.3,54.1,3.8,2.2,0,0,15.7,25.4,1009,29.2
Meghalaya,6.8,20.3,51.1,85.3,0.4,30.9,2.9,60.4,34.1,0.7,0.4,0.6,12.3,16,998,40.4
Meghalaya,10.9,20.6,0,79.3,0,0,0,0,0,0,0,0,0,0,1007,40
Meghalaya,1.1,10.2,53.8,89.2,0,33.1,3.3,50.7,9.7,1.4,0,0.2,16.6,22.8,984,31.4
Meghalaya,5.1,10.2,0,86.2,0,0,0,0,0,0,0,0,0,0,1021,31.4
Meghalaya,6.3,15.3,71.4,81.7,0,30.6,2.7,52.4,11.1,1.2,0,0,14.5,20,995,30.3
Meghalaya,13.2,21.6,49.5,84.6,0.2,31.7,5.2,63.7,50,1.1,0,0.2,12.8,19,1025,46.7
Meghalaya,1,10.4,65.8,88.7,0,38.8,3.4,58.3,17.6,2.1,0.2,0,17.2,24.7,1025,30.8
Meghalaya,11.9,19.9,55.7,73.8,0.4,36.9,3.2,64.7,44.8,1.3,0.1,0.5,8.6,15.5,1143,44.8
Meghalaya,12.9,30.3,49,85.1,0.2,34.4,3.8,73.3,50.2,1.6,0,0.8,11.8,16.4,1038,50.6
Mizoram,2,3.2,86.2,97.8,1.6,25.8,6.8,68.7,54.7,1,4.7,10.8,19.8,33.6,1052,25.1
Mizoram,6.9,5.7,0,95.9,0,0,0,0,0,0,0,0,0,0,1064,27.6
Mizoram,4.6,11,98.3,93.3,0.2,21.3,3.9,74.5,66.7,1.6,0.6,3.7,13.9,19.6,944,27.2
Mizoram,7.7,17.9,0,94.6,0,0,0,0,0,0,0,0,0,0,1009,32.6
Mizoram,2.2,13.7,96.3,93.9,0.7,21.7,5.7,75.3,70.6,0.9,1.9,6.3,16.9,24.3,1002,28.6
Mizoram,7.8,15.5,0,92.8,0,0,0,0,0,0,0,0,0,0,992,30.7
Mizoram,9.2,16,85.4,79.9,0.5,27.2,5.4,77.2,65.4,0.9,1.5,2.7,12.9,20.3,1051,32.8
Mizoram,6.6,15,0,71,0,0,0,0,0,0,0,0,0,0,996,34.2
Mizoram,3.8,4.8,86.6,89.8,0.2,19.2,5.2,75,62.8,0.9,0.4,2.2,12.7,20,1004,24.6
Mizoram,10.1,17.2,0,91.7,0,0,0,0,0,0,0,0,0,0,944,28.2
Mizoram,10.3,16.8,88.4,90.7,0.8,26.2,3.1,80.6,70.2,0.4,2.4,4.9,16.5,21,991,30.7
Mizoram,5.7,17.8,0,82,0,0,0,0,0,0,0,0,0,0,960,33
Mizoram,4.7,11.8,75.3,92.2,0.7,21,5.2,73.7,70,0.6,1.8,4.9,16.2,22.9,994,31.7
Mizoram,4.1,12.1,0,90,0,0,0,0,0,0,0,0,0,0,995,34
Mizoram,3,7.2,93.4,96.8,0.8,22.4,3.1,74.2,62.7,0.4,1.5,8,12.5,17.7,981,29
Mizoram,6.6,7.3,0,95.9,0,0,0,0,0,0,0,0,0,0,945,31
Nagaland,3.3,4.4,61.6,89.8,0.7,25.7,6.9,44,16.4,1.7,0,0.2,12,20.8,1010,24.5
Nagaland,7.8,19.4,0,83.7,0,0,0,0,0,0,0,0,0,0,1033,30.7
Nagaland,9,22.5,28.1,77.4,0.9,15.8,5.2,44.2,10.1,1,1.1,1.2,15.3,22,954,32.4
Nagaland,3.5,16.8,0,78.3,0,0,0,0,0,0,0,0,0,0,964,37.5
Nagaland,1.3,1,42.8,90.4,0.4,27.4,11.2,47.9,14.4,1.2,0.4,0.1,19.8,31.1,954,18.7
Nagaland,2.7,2.4,0,86.2,0,0,0,0,0,0,0,0,0,0,1000,28.8
Nagaland,6.5,11,12.7,81.2,0.7,24,8.7,54,7.9,0.5,0.6,0.8,20.5,30,969,28.8
Nagaland,8.6,25.4,0,80.6,0,0,0,0,0,0,0,0,0,0,847,31.7
Nagaland,0.7,6,29.7,88,0,23.4,6.9,53,22.2,0.4,0.4,0,21.6,28.9,1041,20.4
Nagaland,0,3.2,0,90,0,0,0,0,0,0,0,0,0,0,926,21.2
Nagaland,2.8,3,50.9,79.4,0,23.7,10,52.4,6.9,0.2,0.3,0.3,25.3,35.7,1006,23.5
Nagaland,7.7,16.5,0,70.4,0,0,0,0,0,0,0,0,0,0,910,35.6
Nagaland,4.4,9.1,19.3,81.1,0.2,26.1,7.2,49.2,13.4,1.4,0.2,0.3,19.7,27.7,1079,28.5
Nagaland,8.9,26,0,78.9,0,0,0,0,0,0,0,0,0,0,992,38.3
Nagaland,4.3,6.5,31.2,80.5,0,24.1,12.2,45.5,9.9,0.9,0,0,21.1,33.8,1021,24.3
Nagaland,5.5,9,0,74.8,0,0,0,0,0,0,0,0,0,0,957,35.2
Nagaland,6.7,10.4,26.5,80.5,0.5,18.5,6.8,50.2,14.9,0.6,0.7,0.9,17.1,24.3,946,32.8
Nagaland,5.7,12.6,0,78.6,0,0,0,0,0,0,0,0,0,0,939,37.5
Nagaland,5.2,3.2,47.5,85.8,0,27.2,12,50.4,12.9,1.1,0,0,23.2,35.7,1105,21.4
Nagaland,5.5,12,0,84.1,0,0,0,0,0,0,0,0,0,0,1033,29
Nagaland,3.5,4,51,87.4,0.7,21.3,11.8,48.9,8,0.2,0.4,0.2,29.2,41.2,1132,22.2
Nagaland,2.3,5.4,0,86.5,0,0,0,0,0,0,0,0,0,0,936,29.4
Delhi,4,11.2,87.1,84.4,2.5,19.8,12.9,27.8,3.4,0.3,1.1,1.5,25.3,41.5,901,23.9
Delhi,1.3,12.8,94.7,84.4,0,19.8,9.4,25,1.5,0.4,0.2,0.1,22.2,33.8,885,24.6
Delhi,5.2,10.2,84.8,85.9,1.2,28.2,10.8,29,2.4,0,0.7,1.5,21.8,33.8,859,25.3
Delhi,8.2,17,77.7,80.8,1,23.5,9.5,30.3,2.8,0.4,0.9,1.1,20.7,32.9,905,25.9
Delhi,1.6,5,91.3,82.7,0,14.6,10.1,24.1,3.1,0.2,0,1,24.9,37,906,25.8
Delhi,3.7,10.1,93.2,84.2,0,22,6.3,24.1,1.3,0.4,0.2,0.4,20.8,29.9,904,24.4
Delhi,3.6,7.3,85.5,83.1,0.4,18.1,9.8,24.6,1.8,0.7,0.4,0.8,23.1,35,935,23.2
Delhi,1.5,6.6,87.5,83.5,0.4,25.1,6.1,28.2,3.8,0.7,0.2,0.4,22.3,30.4,922,22.9
Delhi,2.6,7.5,93.7,83.9,0.5,19.5,6.6,20.8,1.6,0.8,0.2,0.6,19.5,27.8,949,22.1
Delhi,4.7,7.5,95.4,86.6,1.6,23,7.7,27.4,1.8,0.6,0,0.5,16.7,26.5,881,22.8
Delhi,1.2,10.5,88.8,83.3,1.9,24.3,9.1,28.5,2,0.5,0,0.4,23.3,34.1,953,25.4
Odisha,12.2,25,68.7,73.2,0,32.9,4.6,56.9,17.2,3.9,0,1.8,13.5,21.1,1027,24.5
Odisha,9.9,22,0,72.9,0,0,0,0,0,0,0,0,0,0,935,25.6
Odisha,3.7,14,74.3,69.3,0,27.6,3.5,44.2,23.7,0.8,0,0.2,18.1,24.4,1056,23.9
Odisha,3.9,14.7,0,64.9,0,0,0,0,0,0,0,0,0,0,1033,28.1
Odisha,8.3,26.4,70.5,77.1,0.8,20.2,6.6,44.9,29.8,4.3,0.4,1.4,20.2,29.5,1073,25
Odisha,11.8,25.9,0,74.1,0,0,0,0,0,0,0,0,0,0,1089,26.5
Odisha,3.3,8.6,76.2,72.1,0.9,28.3,4.8,40.1,21.2,2.2,0.4,0.4,17.6,24.3,957,22.2
Odisha,1.8,13.7,0,69.6,0,0,0,0,0,0,0,0,0,0,1020,24.2
Odisha,13.7,25.3,66,68.6,0.2,25.1,5.7,42.7,19.1,0.9,0.2,1.2,17.2,24,1009,25.9
Odisha,8.2,23.4,0,68.4,0,0,0,0,0,0,0,0,0,0,995,27.6
Odisha,7.2,10.4,69,81.2,0,18,5.9,59.8,34.1,0.3,0.4,1.5,17,26.1,1150,26.8
Odisha,3.3,6.2,0,76.4,0,0,0,0,0,0,0,0,0,0,1074,28.8
Odisha,5.7,14.2,69.8,80.6,0,20.2,6.8,51,25.8,0.5,0.4,2.9,16.2,27.1,1019,21.3
Odisha,0.9,17.6,0,79.8,0,0,0,0,0,0,0,0,0,0,992,23.4
Odisha,8.5,19.2,67.9,71.8,0.2,44.2,7.8,59.2,20.8,6.9,0,0.9,17,27.5,1053,25
Odisha,12.7,23.4,0,69.3,0,0,0,0,0,0,0,0,0,0,1072,28.8
Odisha,9.3,23.7,64.2,76.2,0,29.6,7.3,56,28.2,2.6,0,0.6,15,26,1047,25.4
Odisha,7.3,25.4,0,72.2,0,0,0,0,0,0,0,0,0,0,1026,25.9
Odisha,5.8,28.1,72.5,55.5,0,28.8,7,36.2,16.5,5.4,0.3,0.3,16.4,24.9,1087,28.2
Odisha,9.4,25.3,0,53.3,0,0,0,0,0,0,0,0,0,0,1026,31.8
Odisha,11.4,22.3,72.8,68.6,0.7,23.5,9.1,45.1,17.9,0.2,0.3,0.3,16.6,29.7,1165,24.6
Odisha,10,29.8,0,64.5,0,0,0,0,0,0,0,0,0,0,1111,25.7
Odisha,2.6,12,57.7,84.7,0.3,19.1,7.4,51.1,25.7,0.4,0.5,1.6,19.4,30.2,1095,20.4
Odisha,1.2,9.7,0,80,0,0,0,0,0,0,0,0,0,0,1070,21
Odisha,7.7,11.4,61.9,78.7,0.6,21.9,7.2,58.8,34.4,3.4,0.6,4.6,17.6,28,1018,25.4
Odisha,2.3,8.1,0,76.4,0,0,0,0,0,0,0,0,0,0,1020,25.4
Odisha,1,8.5,78.6,77.8,0.2,30.4,5,45.9,20.6,2.3,0,0.2,17.3,25.3,956,19.6
Odisha,2.4,11.2,0,74.7,0,0,0,0,0,0,0,0,0,0,986,22.8
Odisha,1.9,16.3,66.5,62.5,0,30.1,6.1,50.5,23.2,0.8,0,0,18.7,26.2,1051,25.8
Odisha,5.2,21.7,0,50.9,0,0,0,0,0,0,0,0,0,0,1011,28.9
Odisha,4.2,20,74.4,64.2,0.2,31.3,6.2,52,25.5,1.5,0.2,0.4,17.7,24.8,1052,29
Odisha,9.1,22.1,0,58.7,0,0,0,0,0,0,0,0,0,0,1070,29.3
Odisha,1.8,9.4,67.6,84.3,0.4,19.1,6.9,54.9,30.9,0.5,0.6,1.3,14.2,24.8,1127,25.1
Odisha,3.1,12.2,0,77.7,0,0,0,0,0,0,0,0,0,0,1129,26.3
Odisha,12.2,29,61.1,68.2,0,43.2,5.2,64.2,34.9,13.6,0,0.2,18.4,25.1,1115,27.2
Odisha,15,27.6,0,64.1,0,0,0,0,0,0,0,0,0,0,1065,28.8
Odisha,5.3,17.1,84.4,84.4,0.2,20.5,5,44.7,20.1,0.5,0,0,14.6,25.1,1024,22.2
Odisha,8.1,18.1,0,79.7,0,0,0,0,0,0,0,0,0,0,980,24.6
Odisha,8.4,35.5,60.2,50.6,0.2,37.3,6.4,58,32.7,11.5,0,0,17.4,24.5,1079,29.7
Odisha,12.6,34.7,0,46.2,0,0,0,0,0,0,0,0,0,0,1019,31
Odisha,11.7,32.4,60.9,48.9,0,42.1,6.3,54.9,33.5,18.4,0,0.6,13.5,20.7,1137,34.1
Odisha,13.8,39.3,0,44.5,0,0,0,0,0,0,0,0,0,0,1027,34.3
Odisha,17.2,31.3,65.5,63,0,45.6,7.8,62.2,34.9,17,0.2,0.5,19,28.8,1056,26
Odisha,16.1,35,0,59.3,0,0,0,0,0,0,0,0,0,0,1032,27.4
Odisha,8.3,39.4,60.4,52.9,0,36.2,3.4,61.2,34.4,6,0,0.2,18,22.6,1060,31.8
Odisha,9.6,37.9,0,48.6,0,0,0,0,0,0,0,0,0,0,1036,33.2
Odisha,10,35.7,71.8,76.1,0,20.9,5,54.3,16.9,0.3,0.2,1,10.6,18.8,1083,23.1
Odisha,15.9,31.3,0,74.5,0,0,0,0,0,0,0,0,0,0,1009,25.8
Odisha,3.9,15.6,63.2,60.9,0.8,34.6,5.7,48.6,23.7,0.9,0,0.5,16.7,23.6,1060,27.2
Odisha,2.6,19.1,0,57.2,0,0,0,0,0,0,0,0,0,0,1044,30.9
Odisha,4,10.2,82.8,83.3,0.5,19.4,5.4,52.6,25.5,0,0.2,0.9,14.3,23.3,1045,21.6
Odisha,2.9,8.3,0,78.9,0,0,0,0,0,0,0,0,0,0,996,22.5
Odisha,9.2,33.2,68.8,50.8,0.2,32.5,8.1,47,29.1,4.9,0.2,0.2,15.2,25.1,1110,30.9
Odisha,10.9,34.4,0,43.8,0,0,0,0,0,0,0,0,0,0,1074,29.7
Odisha,0.9,7.4,83.7,74.6,0,40,4.1,50.8,22.4,7.6,0.3,0.3,18.2,24.5,1067,22.6
Odisha,2.8,11.8,0,72.4,0,0,0,0,0,0,0,0,0,0,1027,24.1
Odisha,6.3,16.9,78.3,74.4,0.2,21.5,4,39.4,17.9,0.8,0.2,0.5,15.3,20.5,974,23.5
Odisha,5.7,22.2,0,69.6,0,0,0,0,0,0,0,0,0,0,1037,25
Odisha,5.4,12.9,69.7,72,0.2,45.9,6.5,52.2,21.9,11.5,0,0.2,17.2,25.3,1030,21.9
Odisha,6.6,15.5,0,69.9,0,0,0,0,0,0,0,0,0,0,1041,25.1
Puducherry,0.6,7.2,95.9,86.3,0.1,32.4,6.6,19.5,5.1,0,2.5,3,14.5,24.4,1132,21.9
Puducherry,4.1,11.6,0,84,0,0,0,0,0,0,0,0,0,0,1108,23.9
Puducherry,0.7,2.8,96.8,99.2,1.6,23.2,9.4,12.6,1,0.6,2.1,4.3,24.8,37.7,1164,16.8
Puducherry,0,4.2,0,95.9,0,0,0,0,0,0,0,0,0,0,1201,22.2
Puducherry,5.3,5.7,91.3,83.8,1.9,27.3,6.1,14,2.1,0.3,5,9.2,20,31.1,1106,20.1
Puducherry,3.1,9.9,0,80.3,0,0,0,0,0,0,0,0,0,0,1055,23.7
Puducherry,4.8,15.9,94.7,80.9,2.3,18.8,8.4,10.3,0.8,0.2,0.2,0.7,20,33.3,1089,21.8
Puducherry,11.3,24.5,0,77.7,0,0,0,0,0,0,0,0,0,0,1044,25
Punjab,4.4,9.2,90.7,78,0.4,18.3,14.9,8.2,0.2,0.1,0.8,6.5,26.6,43,921,22.9
