state_name,fem_15_19_pregnant,fem_below24_married_before18,deaths_last_3years,pop_f_6_sch,oral_cancer,alcohol_men_15,men_bp_sev,tobaco_men_15,tobaco_women_15,alcohol_women_15,breast_cancer,cerv_cancer,men_bp_mild,men_bp_ele_med,sex_ratio_tot_pop,pop_below_15
Tripura,23.1,46.2,75.2,80.4,1.8,30.5,4.6,54.3,51,5.6,0.5,1.4,14.5,24.2,1054,24.5
Tripura,21.2,38,71.1,81.6,0,23.3,5.3,59.7,54.9,3.4,0,0.4,12.8,22.1,1079,27.4
Tripura,20.2,37.1,88.1,85.3,0.4,33,7.2,55.2,47.7,3.5,0.6,0.6,15.4,27.1,937,20.2
Uttar Pradesh,3.5,17.9,50.1,69.4,0.4,20.9,4.1,46.1,8.9,0.6,0.3,0.3,16.4,20.9,952,30.5
Uttar Pradesh,5.8,21.3,0,67.4,0,0,0,0,0,0,0,0,0,0,941,32.7
Uttar Pradesh,4.5,15.8,56.2,68,0,16.9,4.1,37,5.1,0.1,0.4,0.2,16.3,22,1031,32.1
Uttar Pradesh,6.1,23.2,0,63.8,0,0,0,0,0,0,0,0,0,0,932,33.9
Uttar Pradesh,0,5.5,57.4,71.6,0.4,16.5,6.9,52.9,12.8,0.2,0.4,4.8,13.6,22,1097,29.2
Uttar Pradesh,1.1,13.3,0,67.2,0,0,0,0,0,0,0,0,0,0,1094,32.1
Uttar Pradesh,1.9,14.9,52.4,66.1,0.4,9.1,5.7,49.3,11.5,0.4,0.2,1.5,14.3,21.2,1170,32.1
Uttar Pradesh,4.9,18.1,50.4,75.9,0.7,11.4,5,46.8,9.3,0.3,0.3,1.4,16.8,22.1,1021,29.3
Uttar Pradesh,2.1,19,0,71.8,0,0,0,0,0,0,0,0,0,0,944,32.4
Uttar Pradesh,0.3,12,59.3,71.2,0.6,14.7,8.1,44.1,9.4,0.3,1.5,4.6,18.8,28.7,1141,29.3
Uttar Pradesh,1.9,11,0,68.3,0,0,0,0,0,0,0,0,0,0,1135,33.7
Uttar Pradesh,2.7,8.1,65.4,71.6,0,12.9,6,31.8,4.7,0.3,0,0.2,18,25.5,938,29.8
Uttar Pradesh,1.7,14.3,0,66.1,0,0,0,0,0,0,0,0,0,0,899,30.1
Uttar Pradesh,8.4,37.5,21,48.2,1.3,12.2,8.5,59,26.6,0.6,0,0.2,18.1,28.7,1012,41
Uttar Pradesh,9.9,40.9,0,45.8,0,0,0,0,0,0,0,0,0,0,988,42.1
Uttar Pradesh,1.7,9.9,53.8,68.1,0.7,9.9,3.2,35.6,2.2,0.5,0.4,0.9,15.2,20.7,1009,29
Uttar Pradesh,4.3,20.2,0,63.9,0,0,0,0,0,0,0,0,0,0,1064,34.5
Uttar Pradesh,4.1,35,20.4,53.1,1.6,10.7,7,59.8,23.6,0.4,0.5,3,16.6,25.3,1075,38.9
Uttar Pradesh,6.3,41.5,0,46.2,0,0,0,0,0,0,0,0,0,0,1077,42.9
Uttar Pradesh,2.5,19,47.6,61.8,1.7,12.4,4.4,63.3,19.7,0.5,1.4,3.6,12.7,18.9,956,30.6
Uttar Pradesh,0.6,18.8,0,59.9,0,0,0,0,0,0,0,0,0,0,908,32.1
Uttar Pradesh,3.4,20.4,24.5,65.1,1.2,11.3,6.6,50.2,11.2,0.2,0,1.3,14.8,22.7,1074,32.6
Uttar Pradesh,4.1,21.5,0,58.8,0,0,0,0,0,0,0,0,0,0,1022,34.8
Uttar Pradesh,5.6,11.4,55.9,55.8,0,17.8,4.7,39.3,5.5,0.1,0,0.2,12,17.6,965,31.3
Uttar Pradesh,2.8,12.9,0,55.1,0,0,0,0,0,0,0,0,0,0,979,33.8
Uttar Pradesh,1,15.9,49.8,64.4,0,14.8,7.6,51.3,10.2,0.2,0.5,3,16.2,25,1098,31.7
Uttar Pradesh,1.3,28.3,0,60,0,0,0,0,0,0,0,0,0,0,1086,36.2
Uttar Pradesh,1.2,5.2,51.5,69.6,0.2,15.1,5.9,36.5,3.6,0.2,0,0,16.8,24.3,1059,30.7
Uttar Pradesh,1.8,6.8,0,64.3,0,0,0,0,0,0,0,0,0,0,1025,32.4
Uttar Pradesh,7,22.9,44.3,54.9,0.2,14,3.1,41.9,7.1,0.5,0.4,0.7,10.3,13.8,933,35.3
Uttar Pradesh,5.5,12.8,66.2,67.7,0,17.2,6.5,34.4,4.1,0.2,0.2,0,18.8,26.2,979,31.3
Uttar Pradesh,4.1,18.7,0,60.4,0,0,0,0,0,0,0,0,0,0,1002,34.6
Uttar Pradesh,2.1,17.2,45.4,68.8,0.6,16.9,6.3,44.8,7.1,0.4,0.8,4.2,15.6,23.6,986,30.5
Uttar Pradesh,5.8,33.7,0,66.4,0,0,0,0,0,0,0,0,0,0,1005,34.3
Uttar Pradesh,3.5,21.8,35.9,63.8,1.3,13.6,3,59.6,12.7,0.5,0.4,1.4,10.3,16.4,950,31.3
Uttar Pradesh,8.2,31.1,0,57.9,0,0,0,0,0,0,0,0,0,0,1034,36.4
Uttar Pradesh,2.1,13.7,47.7,69,0.5,12.7,5.8,36.9,2.3,0.3,0.8,6.8,13,21,1046,30.3
Uttar Pradesh,2.6,22.4,0,64.2,0,0,0,0,0,0,0,0,0,0,1156,34.3
Uttar Pradesh,4.3,20.1,49.1,68,0,15.1,4.4,46,5,0.6,0.3,0.7,14.2,19.2,1047,33.2
Uttar Pradesh,9.2,27.1,0,66.9,0,0,0,0,0,0,0,0,0,0,940,34.5
Uttar Pradesh,2.2,16.3,49,74.6,0.2,16.9,3.4,45.5,5.2,0.1,0,0.2,15.4,19.7,968,29.4
Uttar Pradesh,5.2,22.8,0,72.5,0,0,0,0,0,0,0,0,0,0,935,32
Uttar Pradesh,2,7.6,58.9,71.1,0.2,10.6,4.4,41.2,8.7,0.2,0,0,10.3,17.7,1049,29.1
Uttar Pradesh,2.6,26.9,0,64.8,0,0,0,0,0,0,0,0,0,0,1057,33.5
Uttar Pradesh,4.1,18.8,47,67.1,0.4,19.7,1.9,49,6.4,0.3,0.2,0.1,12.1,14.8,972,32.7
Uttar Pradesh,6.9,24.4,0,70.3,0,0,0,0,0,0,0,0,0,0,981,35.5
Uttar Pradesh,3.3,10.4,35.3,63.4,1.5,18.5,3.4,60.8,20.8,0.8,1.1,1.9,13.3,18,1035,29
Uttar Pradesh,1.3,14.2,0,59,0,0,0,0,0,0,0,0,0,0,1008,31.2
Uttar Pradesh,3.6,24.8,34.5,72.5,0,17.7,4.7,45.6,5.2,0.3,0.2,0.2,15.2,20.5,950,31.9
Uttar Pradesh,4,22.2,0,67.3,0,0,0,0,0,0,0,0,0,0,961,33.9
Uttar Pradesh,2.1,13.5,68.6,78,0.2,17.3,5.3,29.7,3,0.2,0,0.2,14,20.9,897,28.5
Uttar Pradesh,5.8,21,0,75.3,0,0,0,0,0,0,0,0,0,0,844,32.4
Uttar Pradesh,0.6,8,73.4,78.9,0.9,13.4,6.9,22.3,1.7,0.1,0,0.7,15.5,24.5,930,24.9
Uttar Pradesh,1.9,13.5,53.4,69.7,0.2,10.5,3.5,37.7,4.4,0.2,0.1,1.3,15.7,20.3,1053,29.6
Uttar Pradesh,4.1,25.5,0,63.5,0,0,0,0,0,0,0,0,0,0,1112,35.1
Uttar Pradesh,4.2,25.4,34.6,61.7,1.2,11.1,7.5,51.6,18,0.4,0.5,2.1,17.5,28.6,1078,32.4
Uttar Pradesh,5.5,48.6,0,54.9,0,0,0,0,0,0,0,0,0,0,1057,38.3
Uttar Pradesh,2.4,14.6,51.5,67.6,0.9,18.9,6.1,44.6,5.4,0.1,1.3,1.8,13.4,20.7,1089,30.5
Uttar Pradesh,2.1,25,0,68.1,0,0,0,0,0,0,0,0,0,0,1098,32.9
Uttar Pradesh,1.4,10.5,61.7,70.8,0.5,13.3,2.6,64.5,17,0.2,0.2,2.8,15.4,18.8,1003,28.2
Uttar Pradesh,4.5,17.3,0,61.7,0,0,0,0,0,0,0,0,0,0,945,28.9
Uttar Pradesh,0.8,7.1,56.2,71.8,0.3,15.4,5.1,30.8,2.4,0.1,0.1,0.4,20.1,25.7,917,31.4
Uttar Pradesh,2.8,19.3,38.4,64.6,1.5,14.3,4.3,52.1,6.5,0.1,0.3,0.7,14.9,19.9,975,32.4
Uttar Pradesh,3.2,22.3,0,60.8,0,0,0,0,0,0,0,0,0,0,945,36.4
Uttar Pradesh,2.2,16.9,39.4,71.9,0,11.7,4.1,49.9,13.4,0.2,0,1.4,14.7,20,937,26
Uttar Pradesh,3.5,22.1,0,66.3,0,0,0,0,0,0,0,0,0,0,928,27.2
Uttar Pradesh,0.6,11.8,51,69.9,0.1,13.6,5,43.8,5.8,0.6,0,4.2,13.6,19.7,1066,29.3
Uttar Pradesh,2.6,18.9,0,63.1,0,0,0,0,0,0,0,0,0,0,1115,32.7
Uttar Pradesh,3.5,25.1,64.6,71.1,0.9,10.9,3.9,49.5,10.1,0.3,0.5,1.7,12.7,17.3,946,24.7
Uttar Pradesh,4.9,22.2,0,64.8,0,0,0,0,0,0,0,0,0,0,946,25.4
Uttar Pradesh,4,11.6,48.7,63.7,0.2,14.4,5.2,38.9,4.4,0.4,0.2,0,18.5,24.6,1001,32.5
Uttar Pradesh,4.3,11.9,0,59.6,0,0,0,0,0,0,0,0,0,0,1004,33.8
Uttar Pradesh,1.3,10.4,35.2,71.3,1.2,15.3,2.2,50.9,8.7,0.3,1,2.3,10.8,14.4,1003,32.7
Uttar Pradesh,4.5,16.7,0,66.2,0,0,0,0,0,0,0,0,0,0,988,36.4
Uttar Pradesh,1.9,12.7,37.8,73.9,0.6,16.5,4.2,50.5,10.2,0.4,0,0.6,11.4,16.5,974,27.9
Uttar Pradesh,4.5,19.4,0,66.6,0,0,0,0,0,0,0,0,0,0,885,30.9
Uttar Pradesh,3.4,10.9,46.2,80.4,1,15.1,2.8,46.8,9.5,0.3,0.5,0.8,11.7,16.2,925,24.5
Uttar Pradesh,1.4,7.8,0,78.4,0,0,0,0,0,0,0,0,0,0,889,24.8
Uttar Pradesh,7.6,23.2,46.7,62.2,0.2,17.1,5.8,44.7,6.9,0.4,0.2,0.6,12.8,19.5,1040,35.5
Uttar Pradesh,7.1,21,0,58.6,0,0,0,0,0,0,0,0,0,0,989,36.9
Uttar Pradesh,2.9,17.6,56.2,63.2,0.6,13,2.8,53.6,14.9,0.2,0.2,0.5,6.7,10,1069,34.9
Uttar Pradesh,3.8,20,0,51.1,0,0,0,0,0,0,0,0,0,0,1024,38.8
Uttar Pradesh,3.6,19.7,42.7,66.3,0.3,17.5,5.2,55.2,14.8,0.2,0,0.6,16.7,22.4,998,32.4
Uttar Pradesh,6.3,33.9,0,55.7,0,0,0,0,0,0,0,0,0,0,935,36.4
Uttar Pradesh,2.6,17.7,47.3,63.7,0.3,16.9,6.4,45.1,4.3,0.2,0.3,3,13.3,21.9,1145,34.9
Uttar Pradesh,4,31.2,0,58.8,0,0,0,0,0,0,0,0,0,0,1094,36.2
Uttar Pradesh,9.4,42.5,33.7,66.8,0.5,16.7,3.6,54.5,5.5,0.7,0.2,0.9,13.2,17.9,997,31.7
Uttar Pradesh,8.6,49.3,0,59.2,0,0,0,0,0,0,0,0,0,0,928,33.5
Uttar Pradesh,2.1,9.9,51.9,80.8,0.4,14.2,6,39.2,7.7,0.2,0,1.1,15.2,22.8,950,23.5
Uttar Pradesh,0.8,9.6,0,77.7,0,0,0,0,0,0,0,0,0,0,919,25.3
Uttar Pradesh,5.7,28.1,36.3,67.9,2.2,12.9,7.3,43.3,8,0.5,1.7,2.4,17.5,26.4,1029,31.9
Uttar Pradesh,8.6,29.5,0,68.2,0,0,0,0,0,0,0,0,0,0,921,33
Uttar Pradesh,3.6,24.1,33.5,62.4,0.3,17.2,6,47.8,5.9,0.3,0.3,0.7,16.7,24.9,1116,32.4
Uttar Pradesh,3.9,48.2,0,54,0,0,0,0,0,0,0,0,0,0,1093,35.9
Uttar Pradesh,4,20.8,54.2,65.2,1.8,12.2,2.7,63.3,13.2,0.2,0.7,6,11.8,15.7,972,28.4
Uttar Pradesh,3.7,25.9,0,60.7,0,0,0,0,0,0,0,0,0,0,943,30.7
Uttar Pradesh,4,16,46.6,74.6,0,15.2,3.3,41.3,2.9,0.5,0.4,1,13.7,17.9,1016,30.9
Uttar Pradesh,5.3,18.4,0,72.6,0,0,0,0,0,0,0,0,0,0,983,33.4
Uttar Pradesh,6.4,21.3,34.3,68.4,0.2,13,7.1,42.9,9.3,0.1,0.5,0.7,17.1,25.4,935,32.7
Uttar Pradesh,8.7,25.4,0,63.3,0,0,0,0,0,0,0,0,0,0,903,32.7
Uttar Pradesh,0.3,11,59.2,68.8,1.2,13.6,7.9,39.3,6.4,0.4,1,3.7,20.8,29.9,989,27.2
Uttar Pradesh,2.6,14,0,65.9,0,0,0,0,0,0,0,0,0,0,1092,35.5
Uttar Pradesh,2.4,7.6,59,74,0,13.7,7.6,24.4,2.6,0.2,0,0.2,17.4,26.2,967,30.3
Uttar Pradesh,2,8.9,0,68.2,0,0,0,0,0,0,0,0,0,0,930,31.1
Uttar Pradesh,2.4,16.6,44.4,69,0.8,14,8.1,42.2,5.4,0.1,0.2,3.3,18.6,29,1003,31.9
Uttar Pradesh,4.8,30.7,0,60.6,0,0,0,0,0,0,0,0,0,0,955,34.8
Uttar Pradesh,1.5,9.6,58.9,67.6,0.4,13.8,6.2,32.6,3.6,0.3,0.8,0.8,18.3,25.6,1002,29.4
Uttar Pradesh,1,7.3,70.5,69.1,0.2,13.7,6.8,31.7,3.7,0.3,0.2,0.2,16.6,24.2,957,30.4
Uttar Pradesh,4.6,16.2,66.6,60.1,0.4,15.5,5.4,38.2,4.9,0.2,0.2,0.9,11.4,17.5,922,29.6
Uttar Pradesh,4,14.9,0,57.9,0,0,0,0,0,0,0,0,0,0,937,31.9
Uttar Pradesh,0.7,11,45.2,67.2,0.2,9,6.1,41.4,11.9,0.5,0,0,13.2,22.3,1229,29
Uttar Pradesh,1.3,11.4,0,62.2,0,0,0,0,0,0,0,0,0,0,1122,33
Uttar Pradesh,2,13.8,48.9,70.6,0.7,12.5,4.3,44.6,11.9,0.2,0.4,1.4,11.9,17.7,1083,31.5
Uttar Pradesh,1.1,16.2,0,64.5,0,0,0,0,0,0,0,0,0,0,1034,33.2
Uttar Pradesh,1.3,14.3,31.6,66.4,0.7,16.5,4.8,50.4,11.8,0.5,0.2,1.4,11.8,17.9,1102,30.4
Uttar Pradesh,3.5,10.5,42.6,57.6,0.4,14.6,4.6,36.1,4.9,0.1,0.2,0.4,15.5,21,1022,31.1
Uttar Pradesh,2.2,9.9,0,53.7,0,0,0,0,0,0,0,0,0,0,986,36.2
Uttar Pradesh,1.3,7,60.2,69.3,0.2,14.1,5.7,30.7,2.4,0.5,0.1,0.2,18.2,24.3,984,28.5
Uttar Pradesh,2.1,7.7,0,65.3,0,0,0,0,0,0,0,0,0,0,954,32.9
Uttar Pradesh,4.3,21.1,37.7,56,0.2,16.7,5.4,40.3,4.9,0.2,0,0,16.7,22.7,1019,35.5
Uttar Pradesh,1.9,16.8,36.4,63.8,0.2,14.4,7.3,51.9,9.9,0.3,0.3,0.8,18,28.2,1185,34.6
Uttar Pradesh,1.4,31.8,0,58.6,0,0,0,0,0,0,0,0,0,0,1137,37.8
Uttar Pradesh,1.7,19.6,45.2,67.3,0.6,7.7,5.4,36.5,7.4,0.1,0,1.8,15.9,23,1082,33.7
Uttar Pradesh,3.4,25.4,0,62.2,0,0,0,0,0,0,0,0,0,0,1077,35.8
Uttar Pradesh,4.6,20.9,43,63.2,0.2,20.4,3,49,6.6,0.2,0.2,0.2,11.1,14.5,977,34.4
Uttar Pradesh,4.8,30.2,0,60,0,0,0,0,0,0,0,0,0,0,952,37
Uttar Pradesh,2.3,10.8,65.4,62.7,0.2,10.2,7.2,30.6,3.7,0.3,0.2,0.4,20.9,28.6,989,31.3
Uttar Pradesh,5.3,51.9,34.6,47,0.6,8,3.5,64.2,24.2,0.3,0.4,1.2,13.1,18.7,1037,40.2
Uttar Pradesh,7,67.9,0,42.7,0,0,0,0,0,0,0,0,0,0,1042,43.2
Uttar Pradesh,3.7,33.9,29.2,57.7,0.2,11.2,7.4,54.9,14.6,0.2,0.4,2.3,14,23.5,1177,41
Uttar Pradesh,3.8,45.2,0,56.3,0,0,0,0,0,0,0,0,0,0,1117,40.8
Uttar Pradesh,3.4,20.8,41.9,65,0.4,13.8,5.7,59.7,13.8,0.1,0.2,3.8,16.1,23,970,33.6
Uttar Pradesh,7.3,32.8,0,59.8,0,0,0,0,0,0,0,0,0,0,912,35.7
Uttar Pradesh,6.9,17.7,34,62.1,0.2,24.1,4,54.1,5.8,0.6,0,2.8,16.8,21.4,995,31.8
Uttar Pradesh,5.7,33,0,59.8,0,0,0,0,0,0,0,0,0,0,936,35.6
Uttar Pradesh,1.1,7.9,53,68.9,1.7,10.1,6.7,47.5,14.2,0.1,1.8,4.3,16.4,24.3,1151,31.4
Uttar Pradesh,2.2,18.9,36.1,69,2.4,16.7,4,50.9,9.5,0.3,0.7,2,15.7,21.4,993,28.1
Uttar Pradesh,4.4,11.5,0,64.4,0,0,0,0,0,0,0,0,0,0,1011,32.8
Uttar Pradesh,0,10.4,61.8,74.1,1.6,13.4,5.6,38.4,5.5,0.4,0.9,3.4,20.9,27.1,951,27.3
Uttar Pradesh,4.1,19.9,0,69.3,0,0,0,0,0,0,0,0,0,0,951,30.4
Uttarakhand,1.7,1.5,68.5,72.3,0.4,31.8,12.2,44.3,5.5,0.1,0.7,0,19.6,33.2,1331,23.2
Uttarakhand,0.8,9.7,0,69.7,0,0,0,0,0,0,0,0,0,0,1259,28.8
Uttarakhand,1.7,12.9,76.1,73.9,0,39.5,11.9,43.7,7.7,0.5,0,0,20.8,34.9,1174,24.6
Uttarakhand,4.1,20.1,0,73.3,0,0,0,0,0,0,0,0,0,0,1144,29.5
Uttarakhand,3,3.4,66.5,79.1,0.6,37.7,8.2,38.4,2.2,0.2,0,0,19.4,28.5,1087,26.1
Uttarakhand,1.3,12.3,0,74.3,0,0,0,0,0,0,0,0,0,0,1150,29.8
Uttarakhand,1.9,11.7,77.7,75.9,0,33.1,7.9,38.7,4.9,0.2,0.5,1.2,20.7,29.7,1112,27.6
Uttarakhand,4.2,19.5,0,70.5,0,0,0,0,0,0,0,0,0,0,1154,31.2
Uttarakhand,0.4,6.6,73.7,82.9,0,21.6,10.2,25.6,2.4,0.2,0,0.2,17.9,31.9,915,23.1
Uttarakhand,1.7,8.6,0,79.9,0,0,0,0,0,0,0,0,0,0,936,24.1
Uttarakhand,2.3,9.9,67.1,73.9,0.9,17.6,9.5,31.8,5.7,0.4,0.5,1.3,22.5,33.9,946,31
Uttarakhand,2.6,15.5,0,69,0,0,0,0,0,0,0,0,0,0,929,31.9
Uttarakhand,2,11.3,79.9,80.3,0,29.5,7.8,34.8,5.2,0.4,0.2,0,19.8,30.4,1014,25.8
Uttarakhand,2.5,15.1,0,80.1,0,0,0,0,0,0,0,0,0,0,1005,28.8
Uttarakhand,1.3,8.6,71.9,75.5,0,33.6,12,42.9,6.4,0.7,0,0.1,20.7,34.3,1166,23
Uttarakhand,3.9,6.2,0,75.6,0,0,0,0,0,0,0,0,0,0,1210,27.3
Uttarakhand,3.7,16.2,79.5,79.7,0,33.2,10.3,38.5,4.3,0.3,0,0.5,21.6,32.9,1043,22.2
Uttarakhand,6.8,26.6,0,71.8,0,0,0,0,0,0,0,0,0,0,1069,27.2
Uttarakhand,1.8,8.6,86.1,73,0.2,38.9,9.2,41,2,0.2,0,0,20.6,31.7,1242,25
Uttarakhand,2.1,10.3,0,70.8,0,0,0,0,0,0,0,0,0,0,1169,28.9
Uttarakhand,1.7,6.3,58.4,62.2,0,35.7,10.4,41.1,3.8,0.2,0,0,22,34,1236,25.7
Uttarakhand,0,10,0,65.8,0,0,0,0,0,0,0,0,0,0,1161,29.3
Uttarakhand,5.2,14.6,76.4,70.5,0.6,21.6,8.7,31.7,5.3,0.4,0,0.5,19.2,30.2,957,27.9
Uttarakhand,4.3,18.8,0,68.3,0,0,0,0,0,0,0,0,0,0,941,31.1
Uttarakhand,4.8,5.7,81.1,69,0.8,26.9,6.3,35.1,2.5,0.5,0.1,0.1,16.5,24.4,1024,25
Uttarakhand,5.4,11.6,0,65.8,0,0,0,0,0,0,0,0,0,0,1031,29.7
West Bengal,16,45.7,64.8,68.7,0,16,3.2,47.7,21.5,0.6,0.2,0.4,13.8,20.3,1053,22.6
West Bengal,16.6,39,0,67.1,0,0,0,0,0,0,0,0,0,0,1002,24.9
West Bengal,25,49.9,75.2,73.6,0,18,2.1,50.3,8.1,1.7,0.2,0.2,9.9,14.1,1033,25.7
West Bengal,24.9,51.3,0,69,0,0,0,0,0,0,0,0,0,0,968,25.4
West Bengal,18.2,45.6,80.2,77.7,0.2,22.7,3,47.2,12.8,2.3,0.2,0.5,10.2,16.2,1106,23.4
West Bengal,19.5,45.1,0,70.2,0,0,0,0,0,0,0,0,0,0,1023,24.1
West Bengal,6.3,21.2,92,78.3,0.2,32.9,8.7,49,14.4,5.8,0.3,0.5,18.7,29.5,1029,20.7
West Bengal,10.1,21.9,0,77,0,0,0,0,0,0,0,0,0,0,992,22.4
West Bengal,9.4,30.4,85.4,82,0.1,19.4,6,44.7,6,0.7,0,0.3,18.7,26.8,1011,21.2
West Bengal,7.2,25.6,0,81.8,0,0,0,0,0,0,0,0,0,0,1001,23
West Bengal,13.2,40.8,83.2,81,0.6,22.3,4.6,53.5,8.1,1.5,0.4,0.3,17.7,26.7,1082,19.9
West Bengal,19.6,31.9,0,78.5,0,0,0,0,0,0,0,0,0,0,1055,22.7
West Bengal,11.8,18.7,74.8,73.7,0,28.2,7.1,54.2,19,2.8,0,0,15.1,23.7,1038,22.6
West Bengal,9.7,34.5,0,68.8,0,0,0,0,0,0,0,0,0,0,969,25.7
West Bengal,27.3,46.7,70.3,75.7,0.2,14.4,6.4,56.1,22.3,0.3,0.2,0.4,11.3,20.8,1058,25
West Bengal,23.6,41.8,0,73.7,0,0,0,0,0,0,0,0,0,0,1008,26.3
West Bengal,4.9,16.7,92.8,87.2,0,22.2,5.1,42.4,6,1,0,0,15,23.8,954,16
West Bengal,4.8,13.4,0,82.5,0,0,0,0,0,0,0,0,0,0,921,20.2
West Bengal,18.9,49.1,72.4,71.3,0.2,15.1,4.1,45.2,8.4,0.3,0,0.2,10.6,17.8,1062,30.2
West Bengal,24.9,56.8,0,68.4,0,0,0,0,0,0,0,0,0,0,1019,32.9
West Bengal,20.6,55.4,74.1,74.7,0.2,10.8,3.2,43.7,5.1,0.9,0.3,0.3,10.9,16.3,1103,29.3
West Bengal,29.5,53.5,0,70.8,0,0,0,0,0,0,0,0,0,0,1083,31.8
West Bengal,15.1,39.9,81.3,77.6,0,10.8,2.7,47.7,6.8,0.4,0,0.2,10.2,16,1071,21.5
West Bengal,21.9,43.1,0,73.7,0,0,0,0,0,0,0,0,0,0,1015,23.4
West Bengal,11.5,33.6,87.6,82.4,0.2,17.6,3.2,49.8,7,0.4,0.2,0.2,11.7,17.1,1013,20.6
West Bengal,18.7,36.5,0,83.7,0,0,0,0,0,0,0,0,0,0,981,21.3
West Bengal,15.4,31.8,77.9,74.8,0.4,14.6,3.7,40.2,11.8,0.8,1.3,0.7,14.5,20.7,977,22.3
West Bengal,25,55.7,78.8,72.1,0,20.8,4.3,50.5,18.8,1.5,0,0,10.7,19,1089,23.4
West Bengal,15.6,52.6,0,74.7,0,0,0,0,0,0,0,0,0,0,1050,25.2
West Bengal,21.9,50.4,69.6,71.2,0,22.9,3.8,50.1,9.9,1.2,0.1,0.2,11.5,18.4,1067,22.2
West Bengal,22,57.6,86.2,83,0.5,14.8,4.4,40.1,12.9,2,0.2,0,11.9,21.3,1031,23.9
West Bengal,19.6,44,0,78.8,0,0,0,0,0,0,0,0,0,0,991,24.7
West Bengal,12,37,61.3,63.6,0.2,17.8,3.9,51.2,26.7,1.1,0.2,0.4,13.6,20.4,1065,25.4
West Bengal,21.7,43.7,0,53.6,0,0,0,0,0,0,0,0,0,0,983,28.8
West Bengal,13.1,41.9,84.1,80.9,0.2,16.5,4.3,49.8,6.3,0.4,0,0,13,19.1,1055,25.5
West Bengal,19.3,48.8,0,76.5,0,0,0,0,0,0,0,0,0,0,1036,26.7
West Bengal,12.7,30.3,66.5,68.1,0,15.9,4.8,49.1,10.2,1.7,0,0,15.9,23.8,1093,29.2
West Bengal,17.4,39.7,0,60.1,0,0,0,0,0,0,0,0,0,0,1023,36.8